soldprice,date,model
12.99,4/01,intel xeon e5-1600
58.99,4/01,intel core i5-750
75.0,4/01,intel xeon e5-2660v2
129.0,4/01,intel core i5-7400
7.19,4/01,intel core 2 duo e7500
80.0,4/01,intel core i7-940xm
210.0,4/01,amd r5 3600
89.99,4/01,intel core i5-3570k
6.99,4/01,intel core 2 duo e7500
139.99,4/01,intel core i5-750
59.99,4/01,intel core i5-750
3.16,4/01,intel xeon lc3518
5.0,4/01,amd athlon ii p340
38.95,4/01,amd phenom ii x4 840t
8.0,4/01,intel core i7-920
199.99,4/01,intel core i7-4790
1424.0,4/01,intel xeon gold 6226r
145.0,4/01,amd r5 3500x
38.0,4/01,intel core i5-3570
26.99,4/01,amd a6-3500
125.0,4/01,amd fx-8350
59.99,4/01,intel core i5-750
12.99,4/01,amd a6-3500
22.5,4/01,intel core i7-740qm
700.0,4/01,intel core i7-6950x
35.0,4/01,intel xeon e5-2440
69.99,4/01,intel core i5-3330
18.99,4/01,intel core i5-750
19.99,4/01,intel core i5-750
97.98,4/01,amd ryzen 5 1500x
49.99,4/01,intel core i3-2100t
61.99,4/01,amd phenom ii
57.99,4/01,intel core i3-2100t
5.5,4/01,intel core i5-750
9.99,4/01,amd a4-3300
14.99,4/01,intel pentium g2010
2.55,4/01,amd athlon 64 3500+
170.0,4/01,intel core i7-4770k
25.99,4/01,intel core 2 duo e7200
8.99,4/01,amd a4-3300
24.0,4/01,intel i5-580m
120.0,4/01,intel core i7-4770
18.95,4/01,intel xeon x5667
9.99,4/01,amd athlon p320
64.99,4/01,intel core i5-4690
649.95,4/01,intel pentium g4400
69.99,4/01,intel core i5-3450
109.99,4/01,intel xeon e3-1275 v3
99.99,4/01,intel core i5-4690
22.5,4/01,amd 386dx
129.99,4/01,intel core i5-4690k
200.0,4/01,intel core i7-6700t
15.0,4/01,intel core i5-480m
39.99,4/01,intel xeon e5
23.66,4/01,amd phenom ii x4 945
58.99,4/01,intel core i5-750
114.95,4/01,intel core i5-6400
229.99,4/01,intel core i7-4790k
64.99,4/01,intel core i5-2400
15.99,4/01,intel core i3-3240
59.99,4/01,intel xeon e3-1220 v3
18.99,4/01,intel core i5-750
7.0,4/01,intel core i3-390m
49.99,4/01,intel core i3-2100t
249.99,4/01,intel core i7-4702mq
12.8,4/01,intel pentium iii
169.99,4/01,amd phenom ii
128.99,4/01,intel core i5-7400
49.99,4/01,amd fx
31.99,4/01,intel xeon e5-2640 v3
43.99,4/01,intel core i5-650
45.99,4/01,intel core i5-650
43.99,4/01,intel core i5-650
47.99,4/01,intel core i5-650
19.99,4/01,intel core 2 duo t9600
207.78,4/01,amd ryzen 5 3600x
46.99,4/01,intel core i5-650
10.0,4/01,intel core i5-650
22.99,4/01,amd a6-3500
45.99,4/01,amd fx
99.99,4/01,intel core i5-4570
12.99,4/01,amd a6-3500
85.45,4/01,intel xeon e5-1620 v3
42.0,4/01,amd a8-6600k
20.0,4/01,amd phenom ii x4 840t
52.95,4/01,intel core i5-4570
210.0,4/01,amd r5 3600
207.78,4/01,amd ryzen 5 3600x
139.99,4/01,intel core i5-750
5.0,4/01,intel core i3-530
51.99,4/01,intel core i5-4570
28.78,4/01,amd athlon x4 860k
20.0,4/01,amd phenom ii x4 840t
28.78,4/01,amd athlon x4 860k
43.97,4/01,amd athlon x4 870k
9.99,4/01,amd athlon ii x2 235e
10.99,4/01,amd athlon ii x2 235e
99.99,4/01,intel core i5-4460
8.99,4/01,amd athlon ii x2 235e
48.0,4/01,intel core i5-4460
99.87,4/01,amd athlon x4 880k
46.99,4/01,intel core i5-650
237.74,4/01,intel xeon e5-2650v4
10.0,4/01,intel xeon e5-2623 v3
259.99,4/01,intel core i7-7700k
11.99,4/01,amd athlon ii x2 235e
16.1,4/01,intel xeon e5502
21.8,4/01,intel xeon e5345
21.8,4/01,intel xeon e5345
118.99,4/01,intel xeon e3-1270 v5
33.07,4/01,intel xeon e5-2650 v2
20.3,4/01,intel core 2 quad q6600
24.99,4/01,amd a6-3500
52.0,4/01,intel core 2 duo p8400
46.99,4/01,intel core i5-650
7.49,4/01,intel core 2 duo e7200
699.99,4/01,intel xeon gold 5118
18.99,4/01,intel core i5-750
25.99,4/01,amd a6-3500
99.99,4/01,intel core i5-4590
99.99,4/01,intel core i5-4670
45.99,4/01,amd fx
63.99,4/01,amd phenom ii
49.99,4/01,intel core i5-760
149.99,4/01,intel core i7-2700k
29.99,4/01,intel xeon e5-1620
29.99,4/01,intel core i5-3470
210.0,4/01,amd r5 3600
59.98,4/01,intel core i5-4570
12.5,4/01,amd opteron 6276
30.0,4/01,intel xeon e5530
32.3,4/01,intel xeon e5506
59.99,4/01,amd fx-6120
8.99,4/01,amd athlon ii x2 235e
115.0,4/01,intel core i7-4790s
19.9,4/01,amd athlon xp 2000+
430.0,4/02,intel core i9-9900k
34.99,4/02,intel core i5-3470
53.1,4/02,intel xeon e5-2620 v2
77.58,4/02,intel xeon e5-4640 v2
16.0,4/02,intel core i5-650
38.95,4/02,amd phenom ii x4 925
89.99,4/02,intel xeon e5-2470v2
109.66,4/02,intel core i5-4690
11.99,4/02,intel pentium e2140
40.0,4/02,intel core i7-870
77.75,4/02,intel core i5-4440
432.0,4/02,intel core i7-10700kf
351.0,4/02,intel core i7-8700t
29.26,4/02,amd duron
17.85,4/02,intel xeon e7-4860 v2
25.0,4/02,amd a8 5600
120.0,4/02,intel xeon e3-1230 v3
47.44,4/02,intel core i5-2500
28.0,4/02,amd athlon
348.0,4/02,intel core i7-8700k
188.78,4/02,intel xeon e3-1231 v3
1350.0,4/02,intel core i5-6600t
30.0,4/02,intel core i5-2500
350.0,4/02,intel core i7-8700
35.0,4/02,intel core i7-870
44.99,4/02,intel core i3-2120
8.85,4/02,intel core 2 duo e8400
20.95,4/02,intel pentium g2010
65.99,4/02,intel core i5-760
71.1,4/02,intel xeon e5-2630 v2
7.49,4/02,intel core 2 duo e6420
14.64,4/02,intel core 2 duo e6550
10.99,4/02,intel pentium g3250
62.95,4/02,amd phenom ii x4 945
195.0,4/02,intel core i5-8600t
94.0,4/02,intel xeon e5-4650 v2
109.99,4/02,intel core i7-4770
4.22,4/02,intel core 2 duo e6550
35.0,4/02,intel xeon x5675
21.99,4/02,intel xeon e5-1607 v2
219.0,4/02,intel core i5-8600
48.95,4/02,amd phenom ii x4 940
408.0,4/02,intel core i7-10700
45.0,4/02,amd fx-6100
60.0,4/02,intel xeon e5-2620
18.95,4/02,intel xeon x5670
479.0,4/02,intel xeon e5-1660 v4
23.53,4/02,intel xeon e5-4650
479.0,4/02,intel xeon e5-1660 v4
94.99,4/02,intel core i7-4820k
21.99,4/02,amd a8-5500
120.0,4/02,intel core i7-4770
238.99,4/02,amd ryzen 7 2700x
100.0,4/02,intel xeon e3-1240 v5
23.33,4/02,intel core 2 duo e8400
238.99,4/02,amd ryzen 7 2700x
58.14,4/02,intel core i5-3550
2750.0,4/02,intel core i7-7820x
11.25,4/02,intel pentium e2160
16.1,4/02,intel pentium e2180
16.83,4/02,intel pentium e2180
250.0,4/02,intel core i5-10400
48.95,4/02,intel core i5-650
9.6,4/02,intel core 2 duo e8400
35.95,4/02,intel core 2 quad q9400s
199.0,4/02,intel xeon e3-1245 v2
59.99,4/02,intel xeon e5600
32.48,4/02,intel xeon e5640
45.8,4/02,intel xeon 5355
205.0,4/02,intel core i5-10400f
139.99,4/02,intel core i7-4770
62.95,4/02,amd phenom ii x4 945
8.85,4/02,intel pentium iii
5.45,4/02,intel xeon 7110m
31.76,4/02,intel core 2 duo e4300
217.0,4/02,intel core i5-8500
24.99,4/02,intel core i5-650
110.0,4/02,intel core i5-7400
188.99,4/02,intel xeon e5-2660 v4
15.2,4/02,intel core i7-920
91.0,4/02,intel core i7-970
360.0,4/02,intel core i7-9700f
157.39,4/02,intel xeon e5-1630v4
365.0,4/02,intel core i7-9700k
149.95,4/02,amd ryzen 3 3200g
80.0,4/02,intel core i7-2600k
525.0,4/02,intel core i9-9900k
340.0,4/02,intel core i7-9700kf
4.95,4/02,intel pentium e2160
199.99,4/02,intel xeon q3nw
232.68,4/02,intel xeon e5-2630 v4
119.0,4/02,intel core i7-4790
96.58,4/02,intel xeon e5-2630 v3
25.26,4/02,intel xeon e5-2640
9.99,4/02,intel core i3-2100
568.0,4/02,intel core i9-10900f
39.99,4/02,intel core i5-3350p
39.99,4/02,intel xeon q3nw
14.62,4/02,amd athlon 64 3500+
1.79,4/02,intel pentium e2140
134.36,4/02,intel core i7-4702mq
198.0,4/02,intel core i5-8400
12.99,4/02,intel pentium e5700
250.0,4/02,intel xeon x5690
59.99,4/02,intel xeon e5-2450l v2
33.69,4/02,intel core 2 duo e4500
16.1,4/02,intel core 2 duo e4300
8.0,4/02,intel pentium g630
29.0,4/02,intel xeon e5-2680
14.64,4/02,intel core 2 duo e8500
5.49,4/02,intel core i3-350m
94.99,4/02,intel core i7-3770
19.95,4/02,amd phenom ii x4 910
29.99,4/02,intel core i3-3240
3.71,4/02,intel core 2 duo t5270
4.95,4/02,intel pentium e5300
8.78,4/02,intel core 2 duo e4500
479.0,4/02,intel xeon e5-1660 v4
3.53,4/02,intel pentium e5400
15.99,4/02,intel core i3-2120t
22.93,4/02,intel core i7-740qm
19.0,4/02,intel core i3-2120t
272.0,4/02,intel core i5-10500
16.65,4/02,intel core 2 quad q8300
238.99,4/02,amd ryzen 7 2700x
56.0,4/03,intel pentium g3250
169.99,4/03,intel xeon e5-2683 v4 es
13.76,4/03,amd athlon ii x2 240
110.0,4/03,amd athlon mp 2400
119.99,4/03,intel xeon e5-2680 v4
214.99,4/03,intel core i7-6700
239.99,4/03,intel core i7-8700t
283.5,4/03,intel core i7-9700f
1199.99,4/03,intel xeon gold 6152
19.99,4/03,intel core 2 duo e4400
53.99,4/03,intel core i5-4310m
17.0,4/03,amd phenom x4 9650
9.95,4/03,intel pentium g3240
29.82,4/03,intel core 2 duo 6300
25.0,4/03,intel core i3-4130
76.0,4/03,intel core i7-2600
75.0,4/03,amd ryzen 5 2600
30.0,4/03,intel core i5-3450
21.96,4/03,intel pentium e6600
39.7,4/03,intel xeon 7140m
5.5,4/03,intel core 2 duo e7500
99.0,4/03,intel core i7-920
9.0,4/03,intel core i7-920
195.0,4/03,intel core i5-8400
28.0,4/03,amd athlon 300u
12.9,4/03,intel core 2 duo e8600
15.5,4/03,amd athlon 64 x2 5600+
262.1,4/03,intel core i7-7700
29.0,4/03,intel core i7-950
10.34,4/03,amd athlon 64
554.99,4/03,intel xeon e5-2699 v4 es
25.0,4/03,intel core i3-3245
289.99,4/03,intel xeon e5-2690 v4
27.0,4/03,intel core i5-3450s
180.0,4/03,intel core i5-9500
20.05,4/03,intel xeon e5645
9.25,4/03,amd a6-5300m
72.99,4/03,intel xeon x5690
74.99,4/03,intel core i5-4690k
45.0,4/03,intel xeon e5-2690
34.99,4/03,intel core i3-4330te
60.0,4/03,intel core i5-4570
29.25,4/03,intel core 2 duo e6400
252.08,4/03,intel core i7-7700
13.0,4/03,intel core i3-560
26.47,4/03,intel core 2 duo e8400
113.99,4/03,amd fx-8350
33.0,4/03,intel core i5-3470
33.09,4/03,intel pentium e5800
7.55,4/03,intel xeon 2700mp
5.29,4/04,intel xeon 3040
298.0,4/04,intel xeon e5-4640 v4
34.5,4/04,intel core i5-3470
215.0,4/04,intel xeon e5-2650l v4
29.25,4/04,intel core i5-650
1.21,4/04,intel core 2 duo e7400
58.0,4/04,amd fx-6300
4.3,4/04,intel pentium e5300
3.0,4/04,intel core 2 duo e6400
50.0,4/04,intel core i7-950
4.5,4/04,intel pentium g645
7.0,4/04,intel core i3-2100
2.29,4/04,intel pentium g2030
41.41,4/04,intel core i3-530
269.0,4/04,intel xeon e5-1660 v4
30.0,4/04,intel xeon e5-2650 v2
144.99,4/04,intel xeon e5-2650l v4
15.49,4/04,amd athlon x4 730
69.03,4/04,intel core i7-2640m
149.99,4/04,intel xeon e5 2637 v4 es
13.0,4/04,amd athlon
6.99,4/04,intel pentium g2020
14.62,4/04,amd athlon ii x2 220
7.0,4/04,amd sempron le-1200
6.59,4/04,intel core i5-520m
32.11,4/04,intel pentium e2140
88.88,4/04,intel core i7-3630qm
35.0,4/04,intel xeon e5-2603 v3
45.0,4/04,intel core i7-870
9.95,4/04,amd a6-4400m
259.99,4/04,intel xeon e5 2637 v4
29.25,4/04,amd athlon xp
19.99,4/04,intel core i3-3220
89.93,4/04,amd athlon 64 x2 6400+
17.39,4/04,amd athlon ii x4 630
7.99,4/04,intel core 2 duo e6420
38.0,4/04,intel core i5-2500k
140.0,4/05,intel core i7-4771
85.0,4/05,intel core i7-2600
360.0,4/05,amd athlon ii x4 645
9.95,4/05,amd phenom ii
165.0,4/05,amd ryzen 7 1700
97.99,4/05,amd fx-8150
99.95,4/05,intel core i5-6600
150.0,4/05,amd ryzen 3 2200g
4.45,4/05,intel core i3-330m
6.0,4/05,intel pentium g620
95.0,4/05,amd ryzen 3 1200
159.0,4/05,intel core i5-3570k
469.0,4/05,amd ryzen 5 5600x
469.0,4/05,amd ryzen 5 5600x
140.0,4/05,intel core i7-4771
3.8,4/05,intel pentium e5300
108.78,4/05,intel xeon e3-1268l v3
50.0,4/05,intel core 2 quad q6600
6.95,4/05,amd athlon ii x 2 240
32.0,4/05,intel xeon e3-1220l
118.5,4/05,intel xeon e5-4657l v2
8.0,4/05,intel core i5-650
91.6,4/05,intel xeon e3-1240lv5
77.78,4/05,intel xeon e3-1270 v2
50.0,4/05,intel core 2 quad q9400
4.99,4/05,intel core 2 duo e8400
82.63,4/05,intel xeon e5-2470v2
24.5,4/05,amd fx-4100
1200.0,4/05,intel xeon gold 6152
104.64,4/05,intel core i7-3770
5.19,4/05,intel core 2 duo e6400
830.0,4/05,amd ryzen 7 5800x
455.0,4/05,amd ryzen 7 3700x
7.0,4/05,intel pentium g850
119.98,4/05,intel core i7-4770
8.0,4/05,intel core 2 duo e4500
19.99,4/05,amd opteron 2389
360.0,4/05,amd athlon ii x4 645
9.99,4/05,amd opteron 2419
35.85,4/05,amd a8-3870k
278.0,4/05,intel core i7-4960x
26.99,4/05,intel xeon e5-2667
190.0,4/05,intel core i7-4770
124.99,4/05,intel core i7-4770k
134.99,4/05,intel core i7-4790s
15.0,4/05,intel core i5-750
190.0,4/05,intel core i7-4790k
19.99,4/05,amd opteron 6376
5.0,4/05,intel pentium g630
36.93,4/05,intel xeon e5-2660
99.0,4/05,intel xeon e3-1270 v5
135.0,4/05,intel xeon e3-1285l v3
205.0,4/05,intel core i7-6700
14.95,4/05,amd a6-4400m
40.0,4/05,intel core i3-4160t
15.0,4/05,intel pentium g3220
149.95,4/05,intel xeon x5680
26.74,4/05,amd athlon x4 760k
39.99,4/05,intel xeon e5-2637 v2
47.99,4/05,amd a10-5800k
8.0,4/05,intel xeon 7110m
9.95,4/05,intel pentium iii
25.42,4/05,intel core 2 duo e8400
6.5,4/05,intel core 2 duo e7500
20.0,4/05,amd opteron 6272
18.99,4/05,intel xeon e5-2665
47.99,4/05,intel core i7-3520m
132.63,4/05,intel core i7-5775c
25.0,4/05,intel core i5-7500
34.98,4/05,amd a8-6500
64.95,4/05,intel core i7-3610qm
18.99,4/05,amd a8-5500
27.93,4/05,intel core i3-480m
20.0,4/05,intel core i3-530
98.0,4/05,amd ryzen 5 1400
34.5,4/05,intel core i5-3470
8.0,4/05,intel core 2 quad q8300
60.99,4/05,intel xeon e5-2650 v2
380.0,4/05,amd phenom ii x6 1055t
12.99,4/05,amd athlon ii x2 245
40.0,4/05,intel xeon e5160
34.99,4/05,intel core 2 duo t9900
36.64,4/05,amd fx-4300
6.95,4/05,amd athlon ii x 2 b24
19.99,4/05,intel xeon e5-2665
950.0,4/05,intel xeon e5-2689 v4
106.7,4/05,intel xeon e3-1280 v2
6.95,4/05,amd a4-3300m
115.0,4/05,intel xeon e5-2630l v3
6.52,4/05,intel xeon x3430
349.0,4/05,intel core i9-7960x
125.0,4/05,amd ryzen 5 1600x
795.0,4/05,intel xeon silver 4215r
3.99,4/05,intel pentium g2020
830.0,4/05,amd ryzen 7 5800x
5.0,4/05,intel pentium g2020
13.01,4/05,intel core 2 duo e7500
5.0,4/05,intel pentium e2160
455.0,4/05,amd ryzen 7 3700x
20.0,4/05,intel core i3-380m
380.0,4/05,amd phenom ii x6 1055t
469.0,4/05,amd ryzen 5 5600x
455.0,4/05,amd ryzen 7 3700x
830.0,4/05,amd ryzen 7 5800x
42.0,4/05,intel core i5-4570
4.48,4/05,intel core i3-350m
19.0,4/05,intel pentium ii
25.0,4/05,intel core i5-2320
68.92,4/05,intel xeon e5-2640 v3
9.95,4/05,intel pentium iii
22.99,4/05,amd athlon x4 845
330.0,4/05,intel xeon e5-2640 v4
360.0,4/05,amd athlon ii x4 645
15.49,4/05,amd athlon 64 x2 5000
14.99,4/05,intel core i3-2310m
20.0,4/05,intel core i3-2130
16.49,4/05,intel xeon e7-4860 v2
137.0,4/05,amd ryzen 3 3100
79.99,4/05,intel xeon x5690
79.95,4/05,intel pentium g4400
42.0,4/05,intel core i5-4570
25.0,4/05,intel pentium g860
82.0,4/06,amd fx-8320
36.31,4/06,intel core 2 duo e6700
9.9,4/06,intel core 2 duo e6550
120.0,4/06,amd fx-8350
250.0,4/06,intel xeon e3-1220 v6
32.18,4/06,intel core i3-2350
101.95,4/06,intel xeon e3-1268l v3
46.87,4/06,intel xeon e3-1270
45.8,4/06,intel xeon 5355
8.97,4/06,intel core i3-550
6.99,4/06,intel pentium g2030
150.0,4/06,amd fx-9370
10.99,4/06,amd athlon 64 x2 5200+
15.0,4/06,intel xeon x5677
15.0,4/06,intel core i3-2100
150.0,4/06,intel core i7-3970x
146.72,4/06,intel xeon 5160
33.97,4/06,amd a8-3870k
42.0,4/06,intel core i5-2400
24.99,4/06,intel xeon e5-1620
44.97,4/06,intel core 2 duo e8400
147.95,4/06,intel core i5-8500
5.45,4/06,intel core i3-540
4.0,4/06,amd athlon 64 3500+
38.95,4/06,intel xeon e3-1230
49.95,4/06,intel core i3-4160
299.95,4/06,intel xeon e5-2686 v4
274.0,4/06,intel core i7-4960x
51.98,4/06,amd a10-5800k
84.9,4/06,intel core i7-2600
6.99,4/06,intel core 2 duo e7200
32.68,4/06,amd a8-3870k
19.95,4/06,intel core i3-2120t
29.99,4/06,amd athlon 64 x2 6000+
44.95,4/06,amd a10-5800k
45.0,4/06,intel xeon e5-2690
525.0,4/06,intel xeon platinum 8175m
65.0,4/06,amd fx-8120
5.99,4/06,intel xeon x3430
215.0,4/06,intel core i7-6700k
699.99,4/06,intel xeon e5-2699 v4
18.0,4/06,amd fx-4100
36.92,4/06,amd fx-4100
21.24,4/06,intel core i5-520m
80.0,4/06,amd fx-6100
35.0,4/06,amd fx-6100
59.0,4/06,amd phenom ii x6 1035t
999.99,4/06,intel xeon e5-2630 v4
20.0,4/06,amd fx-4130
22.0,4/06,intel xeon e5-2665
7.99,4/06,amd a4-5300
150.0,4/06,amd athlon mp 2800+
195.0,4/06,intel core i7-6700t
199.0,4/06,intel xeon e5-2650l v4
350.0,4/06,intel xeon e5-4667 v4
20.99,4/06,intel core i7-930
38.9,4/06,intel core i5-650
275.0,4/06,intel core i7-4960x
53.0,4/06,amd fx-8100
65.0,4/06,intel xeon e5-2630l v3
12.41,4/06,intel xeon x3450
69.99,4/06,intel xeon e5-2630l v4
26.0,4/06,intel xeon e5-2630
99.97,4/06,intel i7 2600s
105.0,4/06,intel core i5-7500t
145.0,4/06,intel xeon e5-2630l v4
14.39,4/06,intel core i5-750
159.99,4/06,intel core i5-8600
1899.0,4/06,intel xeon platinum 8176
56.93,4/06,intel xeon e5-2630 v3
51.95,4/06,intel core i7-975
17.0,4/06,intel core i5-760
19.96,4/06,amd a4-8300
30.0,4/06,intel core i5-760
435.0,4/06,amd ryzen 9 3900x
56.62,4/06,amd a8-6600k
280.0,4/06,intel core i7-9700k
38.99,4/06,intel xeon e5-2651 v2
118.95,4/06,intel core i7-4790
20.0,4/06,intel core i3-530
15.0,4/06,intel core i3-530
60.0,4/06,intel xeon e5-2680
96.99,4/06,intel xeon e5-2470v2
57.99,4/06,intel xeon e3-1245
17.5,4/06,intel core 2 quad q9400
124.99,4/06,amd fx-8350
69.0,4/06,amd phenom ii x6 1075t
13.26,4/06,intel xeon e5-2440
5.99,4/06,amd e2-3200
29.96,4/06,intel xeon x5687
259.95,4/06,intel xeon e5-2699v3
122.55,4/06,intel core i7-5775c
121.55,4/06,intel core i7-5775c
199.93,4/06,intel core i7-5820k
34.95,4/06,amd fx-4300
99.99,4/06,intel core i7-2700k
22.0,4/06,amd fx-4300
35.98,4/06,intel xeon e5-2660
78.5,4/06,amd phenom ii x6 1090t
6.99,4/06,intel core 2 duo e7500
27.0,4/06,intel core 2 quad q9500
17.99,4/06,intel core 2 duo e4400
44.99,4/06,intel core i5-4590t
275.0,4/06,intel xeon e5-2620 v4
19.99,4/06,amd athlon 64 x2 4800+
199.95,4/06,intel xeon x5690
174.96,4/06,intel xeon x5470
40.0,4/06,amd phenom ii x6 1055t
72.42,4/06,intel core i5-4690
9.9,4/06,intel xeon e5-620
22.0,4/06,intel xeon e5345
132.88,4/06,intel core i7-4702mq
120.0,4/06,intel xeon e5-2660 v3
13.75,4/06,intel xeon e5-2440
95.99,4/06,intel xeon e5-2470v2
59.99,4/06,intel xeon e3-1230 v2
6.99,4/06,intel core 2 duo e6400
29.95,4/06,amd a8-5500
39.89,4/06,amd athlon ii x2 240
150.0,4/06,intel core i5-4690k
49.0,4/06,amd phenom ii x6 1045t
12.99,4/06,intel core i7-920
65.78,4/06,intel xeon e5-2640 v3
191.94,4/06,intel core i5-8600k
19.99,4/06,intel xeon e5-2620
75.97,4/06,intel core i7-3630qm
400.0,4/06,amd ryzen threadripper 1950x
25.13,4/06,intel pentium e5400
19.9,4/06,amd phenom ii x2 550
199.99,4/06,intel core i5-7640x
82.8,4/06,intel xeon e5-2690 v4
35.97,4/06,intel xeon e5 2620 v3
13.0,4/06,intel core 2 quad q6600
39.99,4/06,intel core 2 duo p9700
189.99,4/06,intel core i7-2960xm
75.0,4/06,amd fx-8300
9.99,4/06,intel xeon e5-2609 v2
145.9,4/06,amd ryzen 7 1700x
25.0,4/06,intel xeon e5-2680
195.0,4/06,intel core i5-6500
435.0,4/06,amd ryzen 9 3900x
6.99,4/06,intel pentium e2200
63.0,4/06,amd fx-8150
146.9,4/06,amd ryzen 7 1700x
230.28,4/06,intel xeon e5-2697 v2
229.28,4/06,intel xeon e5-2697 v2
49.95,4/06,intel core i5-4130m
15.0,4/06,intel xeon e7310
147.99,4/06,intel core i7-4790k
28.0,4/06,amd ryzen
29.9,4/06,amd athlon
309.91,4/06,intel core i7-8700k
57.98,4/06,amd fx-6300
44.0,4/06,amd fx-6300
148.99,4/06,intel core i7-4790k
114.99,4/06,intel xeon e5-2640 v3
158.88,4/06,intel core i7-4810mq
150.0,4/06,amd phenom ii x6 1100t
33.96,4/06,intel xeon e5-2650
28.97,4/06,intel xeon e5-2650
19.95,4/06,intel pentium g3260
128.88,4/06,intel core i7-4700mq
169.95,4/06,intel core i7-6800k
400.0,4/06,amd phenom ii x4 960t
400.0,4/06,amd ryzen threadripper 1950x
435.0,4/06,amd ryzen 9 3900x
54.95,4/07,intel core i7-975
79.0,4/07,amd a10-7860k
3.99,4/07,amd a4-3320m
18.95,4/07,intel xeon x5460
140.0,4/07,intel core 2 duo t7500
24.95,4/07,amd a8-5500
34.99,4/07,intel core 2 duo p9600
6.88,4/07,intel core 2 duo p7350
3.99,4/07,amd a4-3300
13.89,4/07,amd phenom ii x3 710
21.98,4/07,intel core i5-2400s
34.99,4/07,intel core i5-2405s
23.0,4/07,amd a6-6400k
51.0,4/07,amd a10-5700
14.98,4/07,intel core i5-650
114.97,4/07,intel core i5-7500
20.0,4/07,intel core i5-650
14.0,4/07,intel xeon e5-440
99.99,4/07,intel core i5-4670
32.0,4/07,intel core i3-2120
54.99,4/07,amd fx-6120
139.99,4/07,intel xeon e5-2609 v4
45.0,4/07,amd a8-5600k
6.99,4/07,amd athlon ii x2 280
6.99,4/07,amd athlon ii x2 280
16.99,4/07,amd athlon ii x2 280
7.29,4/07,amd athlon ii x2 280
7.99,4/07,amd athlon ii x2 280
65.0,4/07,intel pentium gold
199.99,4/07,intel core i7-4790
17.99,4/07,intel xeon e5-2665
12.44,4/07,intel pentium ii
100.0,4/07,intel pentium iii
41.97,4/07,intel xeon e5-2670
100.0,4/07,intel pentium iii
229.99,4/07,intel core i7-4790k
47.0,4/07,amd a8-6500
24.95,4/07,amd fx-4300
10.99,4/07,intel xeon e5-2620
36.66,4/07,intel xeon e5-2660
9.9,4/07,amd athlon ii x4 630
43.29,4/07,amd fx-6100
9.95,4/07,intel xeon x5650
14.99,4/07,amd athlon ii x2 280
20.0,4/07,intel core i5-3330
17.99,4/07,intel core i5-2520m
74.95,4/07,amd phenom ii x4 830
48.95,4/07,amd phenom ii x4 810
3.99,4/07,intel core i3-370m
169.95,4/07,intel core i5-8600k
197.98,4/07,intel xeon e5-2698 v3
33.87,4/07,intel xeon x5675
60.0,4/07,intel xeon e5645
200.0,4/07,amd a6-3650
49.0,4/07,amd a10-6700
999.0,4/07,intel xeon gold 6138
124.99,4/07,intel xeon e5-2697 v2
7.99,4/07,intel core 2 duo e6550
90.0,4/07,intel xeon e5-4650 v2
9.95,4/07,intel xeon x5650
10.2,4/07,amd sempron 2500+
7.99,4/07,intel core 2 duo e7200
830.0,4/07,amd a4-5300
13.99,4/07,intel core i3-2370m
220.0,4/07,amd a4-7300
43.98,4/07,intel core i5-3570
135.96,4/07,intel core i5-3570
7.99,4/07,amd a6-3400m
49.0,4/07,intel core i5-3570k
41.0,4/07,amd a8-5500
25.0,4/07,intel core 2 quad q9550
4.99,4/07,amd a6-4400m
34.95,4/07,amd a10-5800
49.99,4/07,intel core i5-4690
129.99,4/07,intel core i5-4690k
99.99,4/07,intel core i5-4690
3.24,4/07,intel core i3-540
29.0,4/07,intel core i5-3330
40.0,4/07,amd a10-5800b
63.96,4/07,intel core 2 quad q9650
37.99,4/07,intel core 2 quad q9550
10.95,4/07,intel xeon x5650
18.95,4/07,amd phenom ii x2 545
90.0,4/07,amd a10-7870k
91.0,4/07,intel xeon e5-4650 v2
34.99,4/07,intel core i5-3570s
8.0,4/07,intel xeon e7450
58.0,4/07,amd a10-7700k
62.0,4/07,amd a10-6800k
84.0,4/07,amd a10-7850k
8.49,4/07,amd athlon ii x2 280
649.99,4/07,amd 3950x
24.95,4/07,intel xeon e5-2420 v2
114.68,4/07,intel xeon e3-1265l v2
18.99,4/07,intel core i7-740qm
55.0,4/07,amd a8-7600
27.0,4/07,intel xeon e5-1620 v3
34.95,4/07,amd fx-4300
4.49,4/07,intel pentium e5200
4.99,4/07,amd athlon ii p320
7.49,4/07,intel core 2 duo e7200
7.79,4/07,intel pentium e5200
8.0,4/07,intel core i3-2120
14.0,4/07,intel core i5-750
6.99,4/07,intel core 2 duo e7200
78.5,4/07,amd phenom ii x6 1090t
25.99,4/07,intel core 2 duo e7200
11.99,4/07,intel core 2 duo e7200
52.95,4/07,amd phenom ii x4 840t
99.99,4/07,intel core i5-4590
99.99,4/07,intel core i5-4570
29.95,4/07,amd phenom x4 9650
61.88,4/07,intel xeon e3-1265l
60.0,4/07,intel xeon e5645
649.95,4/07,intel core i9-9980xe
215.0,4/07,intel xeon e5-2650 v4
200.0,4/07,amd a6-3650
6.99,4/07,intel core 2 duo e7200
6.99,4/07,intel pentium e5200
6.99,4/07,intel pentium e5200
7.29,4/07,intel pentium e5200
50.0,4/07,amd athlon ii x2 240
7.49,4/07,intel pentium e5200
7.99,4/07,intel pentium e5200
8.29,4/07,intel pentium e5200
